INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222003063,1831,,SICK ASSIST,A1, ,0,2022-01-14 19:57:00,2022,1,Friday,19,,"PARK ST & TREMONT ST
BOSTON  MA 02108
UNITED STATE",42.35645002271107,-71.0619800066921,"(42.35645002271107, -71.0619800066921)"
222003681,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2022-01-14 19:40:00,2022,1,Friday,19,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222003056,423,,ASSAULT - AGGRAVATED,D14, ,0,2022-01-14 19:30:00,2022,1,Friday,19,,BELLVISTA RD,42.34638021427772,-71.13804496418612,"(42.34638021427772, -71.13804496418612)"
222003059,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-14 19:24:00,2022,1,Friday,19,,FANEUIL HALL MARKETPLACE,42.359979672263634,-71.05474134552637,"(42.359979672263634, -71.05474134552637)"
222003060,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-14 19:20:00,2022,1,Friday,19,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222003051,1831,,SICK ASSIST,B3, ,0,2022-01-14 19:17:00,2022,1,Friday,19,,MORTON ST,42.280612303395294,-71.08350145993505,"(42.280612303395294, -71.08350145993505)"
222003047,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A7, ,0,2022-01-14 19:16:00,2022,1,Friday,19,,"BENNINGTON ST & TRIDENT ST
EAST BOSTON  MA 02128
U",42.385481986373435,-71.01039602124614,"(42.385481986373435, -71.01039602124614)"
222003064,3115,,INVESTIGATE PERSON,C6, ,0,2022-01-14 19:07:00,2022,1,Friday,19,,WADLEIGH PL,42.33051455482983,-71.05856284362045,"(42.33051455482983, -71.05856284362045)"
222003397,3207,,PROPERTY - FOUND,A7,28,0,2022-01-14 19:00:00,2022,1,Friday,19,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222003042,1831,,SICK ASSIST,A1, ,0,2022-01-14 18:55:00,2022,1,Friday,18,,TREMONT ST,42.356375305463075,-71.06213512963006,"(42.356375305463075, -71.06213512963006)"
222003066,1831,,SICK ASSIST,C11, ,0,2022-01-14 18:49:00,2022,1,Friday,18,,CHURCH ST,42.30847849859909,-71.0636361111221,"(42.30847849859909, -71.0636361111221)"
222003031,3207,,PROPERTY - FOUND,E18,520,0,2022-01-14 18:33:00,2022,1,Friday,18,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222003040,1831,,SICK ASSIST,D4, ,0,2022-01-14 18:31:00,2022,1,Friday,18,,GREENWICH ST,42.33551719393513,-71.08347975842456,"(42.33551719393513, -71.08347975842456)"
222003036,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,2022-01-14 18:30:00,2022,1,Friday,18,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
222003129,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2022-01-14 18:30:00,2022,1,Friday,18,,"DORCHESTER ST & BOSTON ST
BOSTON  MA 02127
UNITED ",42.3295099769694,-71.05697002711769,"(42.3295099769694, -71.05697002711769)"
222003027,3207,,PROPERTY - FOUND,A1, ,0,2022-01-14 18:17:00,2022,1,Friday,18,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222003203,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2022-01-14 18:00:00,2022,1,Friday,18,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222003029,801,,ASSAULT - SIMPLE,B3, ,0,2022-01-14 17:53:00,2022,1,Friday,17,,MORA ST,42.28208197671972,-71.07364874515646,"(42.28208197671972, -71.07364874515646)"
222003038,301,,ROBBERY,B3,439,0,2022-01-14 17:46:00,2022,1,Friday,17,,BLUE HILL AVE,42.2905614222734,-71.08926027964193,"(42.2905614222734, -71.08926027964193)"
222003022,3803,,M/V ACCIDENT - PERSONAL INJURY,E13, ,0,2022-01-14 17:45:00,2022,1,Friday,17,,SOUTH ST,42.30675231561644,-71.11524948729243,"(42.30675231561644, -71.11524948729243)"
222003035,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3, ,0,2022-01-14 17:40:00,2022,1,Friday,17,,"BLUE HILL AVE & HARVARD ST
DORCHESTER  MA 02124
UN",42.294437024748916,-71.08816895433762,"(42.294437024748916, -71.08816895433762)"
222003177,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-01-14 17:30:00,2022,1,Friday,17,,"HERMAN ST & CIRCUIT ST
ROXBURY  MA 02119
UNITED ST",42.32357500311476,-71.08553705826763,"(42.32357500311476, -71.08553705826763)"
222003020,1831,,SICK ASSIST,A7, ,0,2022-01-14 17:28:00,2022,1,Friday,17,,MORRIS ST,42.376709464207366,-71.0317621115976,"(42.376709464207366, -71.0317621115976)"
222003028,3115,,INVESTIGATE PERSON,C6, ,0,2022-01-14 17:22:00,2022,1,Friday,17,,W BROADWAY,42.338663990835606,-71.05061234739229,"(42.338663990835606, -71.05061234739229)"
222003008,3803,,M/V ACCIDENT - PERSONAL INJURY,A7, ,0,2022-01-14 17:17:00,2022,1,Friday,17,,"MAVERICK SQ & CHELSEA ST
EAST BOSTON  MA 02128
UNI",42.37004295701628,-71.03872005073072,"(42.37004295701628, -71.03872005073072)"
222003030,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-14 17:05:00,2022,1,Friday,17,,RING RD,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)"
222003462,724,,AUTO THEFT,C11,355,0,2022-01-14 17:00:00,2022,1,Friday,17,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222003010,3115,,INVESTIGATE PERSON,E5, ,0,2022-01-14 16:57:00,2022,1,Friday,16,,CENTRE ST,42.283971897381804,-71.15689089135782,"(42.283971897381804, -71.15689089135782)"
222003015,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E13, ,0,2022-01-14 16:55:00,2022,1,Friday,16,,WASHINGTON ST,42.304240815721116,-71.1096718296647,"(42.304240815721116, -71.1096718296647)"
222003001,3201,,PROPERTY - LOST/ MISSING,B3,466,0,2022-01-14 16:53:00,2022,1,Friday,16,,HARVARD ST,42.28594271128108,-71.09618534062287,"(42.28594271128108, -71.09618534062287)"
222003033,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13, ,0,2022-01-14 16:50:00,2022,1,Friday,16,,WOODMAN ST,42.306877762808405,-71.11707083792898,"(42.306877762808405, -71.11707083792898)"
222003002,801,,ASSAULT - SIMPLE,C6, ,0,2022-01-14 16:50:00,2022,1,Friday,16,,PREBLE ST,42.3294511736953,-71.05665934363957,"(42.3294511736953, -71.05665934363957)"
222003014,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-14 16:50:00,2022,1,Friday,16,,"HUNTINGTON AVE & RING RD
BOSTON  MA 02199
UNITED S",42.34701701944377,-71.0797050334312,"(42.34701701944377, -71.0797050334312)"
222003013,423,,ASSAULT - AGGRAVATED,E18,520,0,2022-01-14 16:45:00,2022,1,Friday,16,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222003009,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,, ,0,2022-01-14 16:45:00,2022,1,Friday,16,,HARRISON AVE EXT,0,0,"(0, 0)"
222003208,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,465,0,2022-01-14 16:40:00,2022,1,Friday,16,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222002994,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-14 16:28:00,2022,1,Friday,16,,NEWBURY ST,42.34840576247316,-71.08688338740227,"(42.34840576247316, -71.08688338740227)"
222003006,801,,ASSAULT - SIMPLE,A1, ,0,2022-01-14 16:25:00,2022,1,Friday,16,,LINCOLN ST,42.3520179408164,-71.05811580493632,"(42.3520179408164, -71.05811580493632)"
222002993,3106,,PROPERTY - ACCIDENTAL DAMAGE,B2, ,0,2022-01-14 16:17:00,2022,1,Friday,16,,FAIRLAND ST,42.325224479437814,-71.07821130702592,"(42.325224479437814, -71.07821130702592)"
222003053,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-01-14 16:15:00,2022,1,Friday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222003021,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-01-14 16:13:00,2022,1,Friday,16,,BEECH GLEN ST,42.324638694616134,-71.09531353582759,"(42.324638694616134, -71.09531353582759)"
222003007,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,2022-01-14 16:08:00,2022,1,Friday,16,,"FIRTH RD & WASHINGTON ST
ROSLINDALE  MA 02131
UNIT",42.28861702281861,-71.12579997640414,"(42.28861702281861, -71.12579997640414)"
222003018,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-14 15:50:00,2022,1,Friday,15,,AKRON ST,42.32579408123605,-71.08563758118875,"(42.32579408123605, -71.08563758118875)"
222003023,613,,LARCENY SHOPLIFTING,B2, ,0,2022-01-14 15:46:00,2022,1,Friday,15,,WARREN ST,42.31011152911237,-71.08298990255695,"(42.31011152911237, -71.08298990255695)"
222002988,1831,,SICK ASSIST,D14, ,0,2022-01-14 15:37:00,2022,1,Friday,15,,BRIGHTON AVE,42.35329807569462,-71.1350494761337,"(42.35329807569462, -71.1350494761337)"
222002995,617,,LARCENY THEFT FROM BUILDING,C11, ,0,2022-01-14 15:36:00,2022,1,Friday,15,,RIDGEWOOD ST,42.30209442501829,-71.06575183262441,"(42.30209442501829, -71.06575183262441)"
222002979,2647,,THREATS TO DO BODILY HARM,C6, ,0,2022-01-14 15:34:00,2022,1,Friday,15,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,0,0,"(0, 0)"
222016831,619,,LARCENY ALL OTHERS,B2,282,0,2022-01-14 15:30:00,2022,1,Friday,15,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222003000,3115,,INVESTIGATE PERSON,E13, ,0,2022-01-14 15:24:00,2022,1,Friday,15,,COLUMBUS AVE,42.31446649424323,-71.09661460931358,"(42.31446649424323, -71.09661460931358)"
222072974,619,,LARCENY ALL OTHERS,C6,186,0,2022-01-14 15:20:00,2022,1,Friday,15,,ALLSTATE ROAD,0,0,"(0, 0)"
222002986,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-14 15:18:00,2022,1,Friday,15,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222002985,3410,,TOWED MOTOR VEHICLE,C11,343,0,2022-01-14 15:17:00,2022,1,Friday,15,,GENEVA AVE,42.30288558830108,-71.07056120823907,"(42.30288558830108, -71.07056120823907)"
222003041,520,,BURGLARY - RESIDENTIAL,B2, ,0,2022-01-14 15:06:00,2022,1,Friday,15,,WARREN ST,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)"
222003215,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-14 15:00:00,2022,1,Friday,15,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222003145,3114,,INVESTIGATE PROPERTY,A1,61,0,2022-01-14 15:00:00,2022,1,Friday,15,,LEGENDS WAY,42.36643546331782,-71.06135412537031,"(42.36643546331782, -71.06135412537031)"
222002992,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2022-01-14 15:00:00,2022,1,Friday,15,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002975,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B3,465,0,2022-01-14 14:50:00,2022,1,Friday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222002999,613,,LARCENY SHOPLIFTING,A1, ,0,2022-01-14 14:49:00,2022,1,Friday,14,,WINTER ST,42.35602373388715,-71.06177615141588,"(42.35602373388715, -71.06177615141588)"
222002978,1831,,SICK ASSIST,D4, ,0,2022-01-14 14:37:00,2022,1,Friday,14,,PETERBOROUGH ST,42.342801767966044,-71.10069509976204,"(42.342801767966044, -71.10069509976204)"
222002996,724,,AUTO THEFT,D14, ,0,2022-01-14 14:35:00,2022,1,Friday,14,,CAMBRIDGE ST,42.35343383718778,-71.13786355191223,"(42.35343383718778, -71.13786355191223)"
222002962,3115,,INVESTIGATE PERSON,B3,465,0,2022-01-14 14:34:00,2022,1,Friday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222002983,3018,,SICK/INJURED/MEDICAL - POLICE,A1, ,0,2022-01-14 14:33:00,2022,1,Friday,14,,SUDBURY ST,0,0,"(0, 0)"
222003037,3114,,INVESTIGATE PROPERTY,A7, ,0,2022-01-14 14:30:00,2022,1,Friday,14,,WHITE ST,42.38052202479634,-71.03715063664839,"(42.38052202479634, -71.03715063664839)"
222002966,3007,,SUDDEN DEATH,A1, ,0,2022-01-14 14:22:00,2022,1,Friday,14,,OAK ST W,42.34852699138988,-71.06486874985352,"(42.34852699138988, -71.06486874985352)"
222002955,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-01-14 14:17:00,2022,1,Friday,14,,FULLER ST,42.28368807246142,-71.06587898097457,"(42.28368807246142, -71.06587898097457)"
222002970,2905,,VAL - VIOLATION OF AUTO LAW,C6, ,0,2022-01-14 14:15:00,2022,1,Friday,14,,W BROADWAY,42.33611199552338,-71.04665434223368,"(42.33611199552338, -71.04665434223368)"
222002963,1831,,SICK ASSIST,A7,28,0,2022-01-14 14:12:00,2022,1,Friday,14,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222002959,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-01-14 13:59:00,2022,1,Friday,13,,VINE ST,42.32630110179913,-71.0776491905955,"(42.32630110179913, -71.0776491905955)"
222002964,1831,,SICK ASSIST,D14, ,0,2022-01-14 13:56:00,2022,1,Friday,13,,BEECHCROFT ST,42.35167292753372,-71.16115206083015,"(42.35167292753372, -71.16115206083015)"
222002982,619,,LARCENY ALL OTHERS,A1, ,0,2022-01-14 13:54:00,2022,1,Friday,13,,SOUTH ST,42.351867403269225,-71.05720372647234,"(42.351867403269225, -71.05720372647234)"
222002972,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6, ,0,2022-01-14 13:54:00,2022,1,Friday,13,,"W NINTH ST & DORCHESTER ST
SOUTH BOSTON  MA 02127
",42.33246495794293,-71.05172900725702,"(42.33246495794293, -71.05172900725702)"
222002953,3115,,INVESTIGATE PERSON,B2, ,0,2022-01-14 13:47:00,2022,1,Friday,13,,DALE STREET,0,0,"(0, 0)"
222002987,617,,LARCENY THEFT FROM BUILDING,C6,200,0,2022-01-14 13:47:00,2022,1,Friday,13,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222002952,3115,,INVESTIGATE PERSON,E13, ,0,2022-01-14 13:39:00,2022,1,Friday,13,,COLUMBUS AVE,42.3200877159776,-71.09841452127122,"(42.3200877159776, -71.09841452127122)"
222002967,1831,,SICK ASSIST,D4, ,0,2022-01-14 13:38:00,2022,1,Friday,13,,COLUMBUS AVE,42.346592613471536,-71.07422967044378,"(42.346592613471536, -71.07422967044378)"
222002969,3006,,SICK/INJURED/MEDICAL - PERSON,A7, ,0,2022-01-14 13:31:00,2022,1,Friday,13,,COWPER ST,42.38113398220725,-71.01601089329442,"(42.38113398220725, -71.01601089329442)"
222002948,3006,,SICK/INJURED/MEDICAL - PERSON,E5, ,0,2022-01-14 13:28:00,2022,1,Friday,13,,CENTRE ST,42.28642834989434,-71.1542727771591,"(42.28642834989434, -71.1542727771591)"
222002942,3801,,M/V ACCIDENT - OTHER,E18, ,0,2022-01-14 13:19:00,2022,1,Friday,13,,"HYDE PARK AVE & CUMMINS HWY
ROSLINDALE  MA 02131
U",42.27992202391593,-71.11887899952245,"(42.27992202391593, -71.11887899952245)"
222003468,1402,,VANDALISM,B3, ,0,2022-01-14 13:15:00,2022,1,Friday,13,,MORA ST,42.28208197671972,-71.07364874515646,"(42.28208197671972, -71.07364874515646)"
222002938,613,,LARCENY SHOPLIFTING,D4,143,0,2022-01-14 13:06:00,2022,1,Friday,13,,HUNTINGTON AVE,42.347498990301546,-71.07925505600643,"(42.347498990301546, -71.07925505600643)"
222002940,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 13:00:00,2022,1,Friday,13,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222005907,617,,LARCENY THEFT FROM BUILDING,B2,614,0,2022-01-14 13:00:00,2022,1,Friday,13,,BROOKLINE AVE,42.33962337739587,-71.10649736990382,"(42.33962337739587, -71.10649736990382)"
222003196,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-01-14 12:50:00,2022,1,Friday,12,,SHAFTER ST,42.298953364204486,-71.0768587023364,"(42.298953364204486, -71.0768587023364)"
222002961,3115,,INVESTIGATE PERSON,E18, ,0,2022-01-14 12:48:00,2022,1,Friday,12,,SIERRA RD,42.23727444279808,-71.12624263084322,"(42.23727444279808, -71.12624263084322)"
222003019,1831,,SICK ASSIST,B2, ,0,2022-01-14 12:42:00,2022,1,Friday,12,,HUNTINGTON AVE,42.333912380131885,-71.10524518481205,"(42.333912380131885, -71.10524518481205)"
222002923,3115,,INVESTIGATE PERSON,B3,465,0,2022-01-14 12:41:00,2022,1,Friday,12,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222002920,613,,LARCENY SHOPLIFTING,D4,146,0,2022-01-14 12:40:00,2022,1,Friday,12,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222002934,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:30:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002931,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:30:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002936,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:30:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002960,3115,,INVESTIGATE PERSON,C11, ,0,2022-01-14 12:29:00,2022,1,Friday,12,,COLUMBIA RD,42.320308006320516,-71.0576503807369,"(42.320308006320516, -71.0576503807369)"
222002926,3001,,DEATH INVESTIGATION,D14,789,0,2022-01-14 12:25:00,2022,1,Friday,12,,COMMONWEALTH AVE,42.33819348782436,-71.15278773553001,"(42.33819348782436, -71.15278773553001)"
222002929,3006,,SICK/INJURED/MEDICAL - PERSON,A1,92,0,2022-01-14 12:21:00,2022,1,Friday,12,,COURT ST,42.35892278751083,-71.0583535444055,"(42.35892278751083, -71.0583535444055)"
222002946,616,,LARCENY THEFT OF BICYCLE,D4, ,0,2022-01-14 12:16:00,2022,1,Friday,12,,HARCOURT ST,42.346187753662676,-71.07852784770971,"(42.346187753662676, -71.07852784770971)"
222002947,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,112,0,2022-01-14 12:10:00,2022,1,Friday,12,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
222002939,801,,ASSAULT - SIMPLE,C11,355,0,2022-01-14 12:10:00,2022,1,Friday,12,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222002954,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-14 12:05:00,2022,1,Friday,12,,NEWBURY ST,42.3511800513938,-71.07666606712363,"(42.3511800513938, -71.07666606712363)"
222002917,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:00:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002930,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,167,0,2022-01-14 12:00:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002924,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:00:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002928,613,,LARCENY SHOPLIFTING,D4,167,0,2022-01-14 12:00:00,2022,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222002909,1831,,SICK ASSIST,E18,553,0,2022-01-14 11:33:00,2022,1,Friday,11,,METROPOLITAN AVENUE,0,0,"(0, 0)"
222003134,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2022-01-14 11:30:00,2022,1,Friday,11,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
222002957,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2022-01-14 11:30:00,2022,1,Friday,11,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222002919,1831,,SICK ASSIST,B2,183,0,2022-01-14 11:27:00,2022,1,Friday,11,,DUDLEY STREET,0,0,"(0, 0)"
222002937,619,,LARCENY ALL OTHERS,C6,200,0,2022-01-14 11:00:00,2022,1,Friday,11,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222002898,1402,,VANDALISM,C11,355,0,2022-01-14 10:50:00,2022,1,Friday,10,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222002897,3001,,DEATH INVESTIGATION,E13,307,0,2022-01-14 10:50:00,2022,1,Friday,10,,WALNUT PARK,42.31451478938523,-71.0947082029948,"(42.31451478938523, -71.0947082029948)"
222002904,1831,,SICK ASSIST,A7,14,0,2022-01-14 10:43:00,2022,1,Friday,10,,SARATOGA ST,42.384184347284425,-71.01605543161112,"(42.384184347284425, -71.01605543161112)"
222002905,1402,,VANDALISM,D14,759,0,2022-01-14 10:30:00,2022,1,Friday,10,,BIGELOW ST,42.35599528637723,-71.16516585838718,"(42.35599528637723, -71.16516585838718)"
222002922,1109,,FRAUD - WIRE,B3,465,0,2022-01-14 10:15:00,2022,1,Friday,10,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222002892,1831,,SICK ASSIST,E5,719,0,2022-01-14 09:50:00,2022,1,Friday,9,,SUMMER ST,42.2764171035776,-71.16248814243656,"(42.2764171035776, -71.16248814243656)"
222002891,3114,,INVESTIGATE PROPERTY,A7,907,0,2022-01-14 09:45:00,2022,1,Friday,9,,BORDER ST,42.37141060127874,-71.04245069263575,"(42.37141060127874, -71.04245069263575)"
222002914,619,,LARCENY ALL OTHERS,B2,330,0,2022-01-14 09:43:00,2022,1,Friday,9,,COLUMBIA RD,42.30486054712309,-71.0815430697624,"(42.30486054712309, -71.0815430697624)"
222002886,3115,,INVESTIGATE PERSON,A7, ,0,2022-01-14 09:42:00,2022,1,Friday,9,,MERIDIAN ST,42.38073880613871,-71.0392558319189,"(42.38073880613871, -71.0392558319189)"
222002887,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-01-14 09:35:00,2022,1,Friday,9,,ALLSTATE RD,42.32809966041151,-71.06321676048991,"(42.32809966041151, -71.06321676048991)"
222002888,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2022-01-14 09:30:00,2022,1,Friday,9,,"SOUTH ST & FIRTH RD
ROSLINDALE  MA 02131
UNITED ST",42.28861702281861,-71.12579997640414,"(42.28861702281861, -71.12579997640414)"
222002895,3410,,TOWED MOTOR VEHICLE,D14,790,0,2022-01-14 09:21:00,2022,1,Friday,9,,ORKNEY RD,42.33691995379182,-71.14960316458082,"(42.33691995379182, -71.14960316458082)"
222002899,613,,LARCENY SHOPLIFTING,D4,619,0,2022-01-14 09:15:00,2022,1,Friday,9,,MASSACHUSETTS AVE,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)"
222002884,3114,,INVESTIGATE PROPERTY,D14,776,0,2022-01-14 09:15:00,2022,1,Friday,9,,COMMONWEALTH AVE,42.34182130083165,-71.14644941817429,"(42.34182130083165, -71.14644941817429)"
222002874,3410,,TOWED MOTOR VEHICLE,, ,0,2022-01-14 09:06:00,2022,1,Friday,9,,MCKAY PLACE,0,0,"(0, 0)"
222002876,1831,,SICK ASSIST,B2, ,0,2022-01-14 08:37:00,2022,1,Friday,8,,"MARTIN LUTHER KING JR BLVD & WARREN ST
ROXBURY  MA",42.31800600028932,-71.0819469500463,"(42.31800600028932, -71.0819469500463)"
222002873,3301,,VERBAL DISPUTE,D14, ,0,2022-01-14 08:34:00,2022,1,Friday,8,,TREMONT ST,42.351153675781624,-71.17291562638388,"(42.351153675781624, -71.17291562638388)"
222002866,2647,,THREATS TO DO BODILY HARM,B3, ,0,2022-01-14 08:17:00,2022,1,Friday,8,,GREENDALE RD,42.28553375134737,-71.09422962173973,"(42.28553375134737, -71.09422962173973)"
222002869,2647,,THREATS TO DO BODILY HARM,E13, ,0,2022-01-14 08:04:00,2022,1,Friday,8,,CLEAVES ST,42.3138873301586,-71.09683439856157,"(42.3138873301586, -71.09683439856157)"
222004270,3801,,M/V ACCIDENT - OTHER,E13, ,0,2022-01-14 08:00:00,2022,1,Friday,8,,GLEN RD,42.309156235377785,-71.10352055728983,"(42.309156235377785, -71.10352055728983)"
222002870,3207,,PROPERTY - FOUND,D4, ,0,2022-01-14 07:28:00,2022,1,Friday,7,,STANHOPE ST,42.34868917396023,-71.07257992336157,"(42.34868917396023, -71.07257992336157)"
222002875,1402,,VANDALISM,E5,696,0,2022-01-14 07:00:00,2022,1,Friday,7,,WELD ST,42.29184852426606,-71.1559736377973,"(42.29184852426606, -71.1559736377973)"
222003348,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-01-14 07:00:00,2022,1,Friday,7,,W CANTON ST,42.34253763876939,-71.07472250460225,"(42.34253763876939, -71.07472250460225)"
222002864,1402,,VANDALISM,A1, ,0,2022-01-14 06:54:00,2022,1,Friday,6,,CAUSEWAY ST,42.364975500233,-71.06204400040731,"(42.364975500233, -71.06204400040731)"
220019417,1831,,SICK ASSIST,D4,171,0,2022-01-14 06:37:00,2022,1,Friday,6,,HARRISON AVE,42.335559540812085,-71.07436363774369,"(42.335559540812085, -71.07436363774369)"
222003993,617,,LARCENY THEFT FROM BUILDING,C11,254,0,2022-01-14 06:19:00,2022,1,Friday,6,,AUCKLAND ST,42.31049858141877,-71.05675536987613,"(42.31049858141877, -71.05675536987613)"
